parentPostUrl,authorName,authorUrl,text,timestamp,likes,commentUrl,postUrl,postId,text_post,timestamp_post,replies_post,reposts_post,likes_post,views_post,authorName_post,authorUrl_post,scrapedAt,postTimestamp
https://x.com/BillRMcDermott/status/1765402804125077939,2023Oceansaway,https://x.com/2Oceansaway,Not to beat a live horse. Hopefully you feel this same duty toward Fisker & the shareholders you represent there.,2024-03-06T18:56:14.000Z,2,https://x.com/2Oceansaway/status/1765451337817375006,https://x.com/BillRMcDermott/status/1765402804125077939,1765402804125077939,"￼At 
@LEAPandInnovate
, I shared GenAI’s impact as the biggest invention of our generation - unleashing human potential! We know it’s our duty at 
@ServiceNow
 to enable people to join the intelligence revolution and put AI to work for everyone",2024-03-06T15:43:22.000Z,4,8,19,7155,Bill McDermott,https://x.com/BillRMcDermott,2026-03-31T06:43:19.328Z,2024-03-06T15-43-22-000Z_1765402804125077939
https://x.com/BillRMcDermott/status/1765402804125077939,Nightfurey,https://x.com/nightfurey1776,Eat a bag of dicks,2024-03-26T15:17:53.000Z,0,https://x.com/nightfurey1776/status/1772644145451970598,https://x.com/BillRMcDermott/status/1765402804125077939,1765402804125077939,"￼At 
@LEAPandInnovate
, I shared GenAI’s impact as the biggest invention of our generation - unleashing human potential! We know it’s our duty at 
@ServiceNow
 to enable people to join the intelligence revolution and put AI to work for everyone",2024-03-06T15:43:22.000Z,4,8,19,7155,Bill McDermott,https://x.com/BillRMcDermott,2026-03-31T06:43:19.328Z,2024-03-06T15-43-22-000Z_1765402804125077939
https://x.com/BillRMcDermott/status/1765402804125077939,Nightfurey,https://x.com/nightfurey1776,,2024-03-27T12:07:23.000Z,0,https://x.com/nightfurey1776/status/1772958593882505316,https://x.com/BillRMcDermott/status/1765402804125077939,1765402804125077939,"￼At 
@LEAPandInnovate
, I shared GenAI’s impact as the biggest invention of our generation - unleashing human potential! We know it’s our duty at 
@ServiceNow
 to enable people to join the intelligence revolution and put AI to work for everyone",2024-03-06T15:43:22.000Z,4,8,19,7155,Bill McDermott,https://x.com/BillRMcDermott,2026-03-31T06:43:19.328Z,2024-03-06T15-43-22-000Z_1765402804125077939
https://x.com/BillRMcDermott/status/1767239845209063554,SolarWins,https://x.com/FiskerOcean4US,"I am still dreaming big about Fisker. Hard to believe the BOD has allowed us to hit 35 cents. Dedicated fan and investor too. Light up the open purchases after the blackout period. Also, tie purchases being sold to a market cap to instill confidence. Thanks",2024-03-11T17:25:41.000Z,5,https://x.com/FiskerOcean4US/status/1767240490196279407,https://x.com/BillRMcDermott/status/1767239845209063554,1767239845209063554,People with BIG dreams live meaningful lives.. it’s never too late to dream even BIGGER! #MondayMotivation,2024-03-11T17:23:07.000Z,10,26,127,16247,Bill McDermott,https://x.com/BillRMcDermott,2026-03-31T06:43:07.589Z,2024-03-11T17-23-07-000Z_1767239845209063554
https://x.com/BillRMcDermott/status/1767239845209063554,Shallow investments,https://x.com/Shallowinvestm1,"Profile says “ devoted to family, friends and a better life”. More like devoted to wrecking peoples lives by putting your face on a scam. Maybe my big dreams have to much heart and that’s my problem.",2024-03-26T05:00:28.000Z,2,https://x.com/Shallowinvestm1/status/1772488771176439974,https://x.com/BillRMcDermott/status/1767239845209063554,1767239845209063554,People with BIG dreams live meaningful lives.. it’s never too late to dream even BIGGER! #MondayMotivation,2024-03-11T17:23:07.000Z,10,26,127,16247,Bill McDermott,https://x.com/BillRMcDermott,2026-03-31T06:43:07.589Z,2024-03-11T17-23-07-000Z_1767239845209063554
https://x.com/BillRMcDermott/status/1767239845209063554,PatriotCitizen,https://x.com/PatriotCitize14,"Hey Bill, remember 
@FiskerInc",2024-03-11T23:59:12.000Z,1,https://x.com/PatriotCitize14/status/1767339522721796387,https://x.com/BillRMcDermott/status/1767239845209063554,1767239845209063554,People with BIG dreams live meaningful lives.. it’s never too late to dream even BIGGER! #MondayMotivation,2024-03-11T17:23:07.000Z,10,26,127,16247,Bill McDermott,https://x.com/BillRMcDermott,2026-03-31T06:43:07.589Z,2024-03-11T17-23-07-000Z_1767239845209063554
https://x.com/BillRMcDermott/status/1767239845209063554,Thanos Tarasidis,https://x.com/ATarasidiss,Always an inspiration !,2024-03-11T18:08:18.000Z,0,https://x.com/ATarasidiss/status/1767251214515744840,https://x.com/BillRMcDermott/status/1767239845209063554,1767239845209063554,People with BIG dreams live meaningful lives.. it’s never too late to dream even BIGGER! #MondayMotivation,2024-03-11T17:23:07.000Z,10,26,127,16247,Bill McDermott,https://x.com/BillRMcDermott,2026-03-31T06:43:07.589Z,2024-03-11T17-23-07-000Z_1767239845209063554
https://x.com/BillRMcDermott/status/1767239845209063554,Jimmy Chill,https://x.com/JimmyChil1,Bill!!! Love you buddy,2024-03-11T22:22:50.000Z,0,https://x.com/JimmyChil1/status/1767315269616111752,https://x.com/BillRMcDermott/status/1767239845209063554,1767239845209063554,People with BIG dreams live meaningful lives.. it’s never too late to dream even BIGGER! #MondayMotivation,2024-03-11T17:23:07.000Z,10,26,127,16247,Bill McDermott,https://x.com/BillRMcDermott,2026-03-31T06:43:07.589Z,2024-03-11T17-23-07-000Z_1767239845209063554
https://x.com/BillRMcDermott/status/1767239845209063554,KL,https://x.com/22Atlanta22,Bill you are the best sales leader I have ever worked under at SAP-amazing and inspiring leader and also the complete salesperson-learned loads from you,2024-03-11T18:32:51.000Z,0,https://x.com/22Atlanta22/status/1767257395963494406,https://x.com/BillRMcDermott/status/1767239845209063554,1767239845209063554,People with BIG dreams live meaningful lives.. it’s never too late to dream even BIGGER! #MondayMotivation,2024-03-11T17:23:07.000Z,10,26,127,16247,Bill McDermott,https://x.com/BillRMcDermott,2026-03-31T06:43:07.589Z,2024-03-11T17-23-07-000Z_1767239845209063554
https://x.com/BillRMcDermott/status/1767239845209063554,M,https://x.com/mibocor,"You are BOD of Fisker, company is collapsing, do something real, instead of fancy speech!",2024-03-14T18:49:29.000Z,3,https://x.com/mibocor/status/1768348742204457389,https://x.com/BillRMcDermott/status/1767239845209063554,1767239845209063554,People with BIG dreams live meaningful lives.. it’s never too late to dream even BIGGER! #MondayMotivation,2024-03-11T17:23:07.000Z,10,26,127,16247,Bill McDermott,https://x.com/BillRMcDermott,2026-03-31T06:43:07.589Z,2024-03-11T17-23-07-000Z_1767239845209063554
