parentPostUrl,authorName,authorUrl,text,timestamp,likes,commentUrl,postUrl,postId,text_post,timestamp_post,replies_post,reposts_post,likes_post,views_post,authorName_post,authorUrl_post,scrapedAt,postTimestamp
https://x.com/DarioAmodei/status/1884636410839535967,gfodor.id,https://x.com/gfodor,"If the choice is between free, open source Chinese AI from DeepSeek, or closed, overly fine-tuned American AI from OpenAI or Anthropic, I choose the former timeline. It's time to do the work in public and give people full ownership + control over the last known-safe model.",2025-01-29T17:00:36.000Z,2439,https://x.com/gfodor/status/1884647848467456021,https://x.com/DarioAmodei/status/1884636410839535967,1884636410839535967,"My thoughts on China, export controls and two possible futures",2025-01-29T16:15:09.000Z,1246,2116,6316,5839667,Dario Amodei,https://x.com/DarioAmodei,2026-03-30T10:57:56.723Z,2025-01-29T16-15-09-000Z_1884636410839535967
https://x.com/DarioAmodei/status/1884636410839535967,The Canaanite,https://x.com/mysticaltech,"Dario, first, it’s good to see you engaging with us.

Second, the U.S. can impose all the export controls it wants, but sooner or later, China will crack ASML’s advanced chip-making technology, rendering those efforts futile.

And let’s drop the illusion of so-called “democratic”",2025-01-29T16:40:55.000Z,878,https://x.com/mysticaltech/status/1884642893396074547,https://x.com/DarioAmodei/status/1884636410839535967,1884636410839535967,"My thoughts on China, export controls and two possible futures",2025-01-29T16:15:09.000Z,1246,2116,6316,5839667,Dario Amodei,https://x.com/DarioAmodei,2026-03-30T10:57:56.723Z,2025-01-29T16-15-09-000Z_1884636410839535967
https://x.com/DarioAmodei/status/1884636410839535967,Raphael Mansuy,https://x.com/raphaelmansuy,"Dear 
@DarioAmodei
 

As a long-time admirer of Claude and Anthropic's work on AI safety, I must respectfully challenge your position on export controls.

Your focus on a US-China technological divide overlooks how Chinese companies like DeepSeek have actually democratized AI",2025-01-30T05:51:14.000Z,787,https://x.com/raphaelmansuy/status/1884841783198359646,https://x.com/DarioAmodei/status/1884636410839535967,1884636410839535967,"My thoughts on China, export controls and two possible futures",2025-01-29T16:15:09.000Z,1246,2116,6316,5839667,Dario Amodei,https://x.com/DarioAmodei,2026-03-30T10:57:56.723Z,2025-01-29T16-15-09-000Z_1884636410839535967
https://x.com/DarioAmodei/status/1884636410839535967,Brian Chau,https://x.com/brianchau57,Please put more effort into catching up to R1 than playing politics.,2025-01-29T16:23:40.000Z,606,https://x.com/brianchau57/status/1884638553713279186,https://x.com/DarioAmodei/status/1884636410839535967,1884636410839535967,"My thoughts on China, export controls and two possible futures",2025-01-29T16:15:09.000Z,1246,2116,6316,5839667,Dario Amodei,https://x.com/DarioAmodei,2026-03-30T10:57:56.723Z,2025-01-29T16-15-09-000Z_1884636410839535967
https://x.com/DarioAmodei/status/1884636410839535967,terminally onλine εngineer,https://x.com/tekbog,those who can't compete; regulate,2025-01-29T19:15:58.000Z,464,https://x.com/tekbog/status/1884681911466897501,https://x.com/DarioAmodei/status/1884636410839535967,1884636410839535967,"My thoughts on China, export controls and two possible futures",2025-01-29T16:15:09.000Z,1246,2116,6316,5839667,Dario Amodei,https://x.com/DarioAmodei,2026-03-30T10:57:56.723Z,2025-01-29T16-15-09-000Z_1884636410839535967
https://x.com/DarioAmodei/status/1884636410839535967,nistene/acc,https://x.com/nisten,"Just opensource haiku. It's over. 
The longer you wait, the faster people learn to live without it.",2025-01-29T16:26:52.000Z,425,https://x.com/nisten/status/1884639357484531733,https://x.com/DarioAmodei/status/1884636410839535967,1884636410839535967,"My thoughts on China, export controls and two possible futures",2025-01-29T16:15:09.000Z,1246,2116,6316,5839667,Dario Amodei,https://x.com/DarioAmodei,2026-03-30T10:57:56.723Z,2025-01-29T16-15-09-000Z_1884636410839535967
https://x.com/DarioAmodei/status/1884636410839535967,AI Notkilleveryoneism Memes,https://x.com/AISafetyMemes,"Well this is fucking awful.

Dear 
@DarioAmodei
, I'm sorry, but you are not the good guy anymore. You have become the villain, eaten by Moloch, and I could not be more disappointed in you.

Dario from several years ago would be horrified if he saw you now.",2025-01-29T16:56:58.000Z,334,https://x.com/AISafetyMemes/status/1884646931604865086,https://x.com/DarioAmodei/status/1884636410839535967,1884636410839535967,"My thoughts on China, export controls and two possible futures",2025-01-29T16:15:09.000Z,1246,2116,6316,5839667,Dario Amodei,https://x.com/DarioAmodei,2026-03-30T10:57:56.723Z,2025-01-29T16-15-09-000Z_1884636410839535967
https://x.com/DarioAmodei/status/1884636410839535967,Vaibhav (VB) Srivastav,https://x.com/reach_vb,"not your weights, not your brain!",2025-01-29T16:45:51.000Z,315,https://x.com/reach_vb/status/1884644137074327657,https://x.com/DarioAmodei/status/1884636410839535967,1884636410839535967,"My thoughts on China, export controls and two possible futures",2025-01-29T16:15:09.000Z,1246,2116,6316,5839667,Dario Amodei,https://x.com/DarioAmodei,2026-03-30T10:57:56.723Z,2025-01-29T16-15-09-000Z_1884636410839535967
https://x.com/DarioAmodei/status/1884636410839535967,Bart de Witte,https://x.com/OpenMedFuture,"Is there a reason your text doesn‘t habe a single mention of 
@deepseek_ai
 publishing their models under an MIT license?",2025-01-29T17:10:54.000Z,312,https://x.com/OpenMedFuture/status/1884650437460074995,https://x.com/DarioAmodei/status/1884636410839535967,1884636410839535967,"My thoughts on China, export controls and two possible futures",2025-01-29T16:15:09.000Z,1246,2116,6316,5839667,Dario Amodei,https://x.com/DarioAmodei,2026-03-30T10:57:56.723Z,2025-01-29T16-15-09-000Z_1884636410839535967
https://x.com/DarioAmodei/status/1884636410839535967,Andrea Miotti,https://x.com/andreamiotti,"Dario and Anthropic in this essay are openly calling for recursive self improvement to maintain a ""commanding and long-lasting lead"".

Reminder that Dario himself expects 10-25% chance that AI kills everyone on the planet.",2025-01-29T17:24:07.000Z,269,https://x.com/andreamiotti/status/1884653766693003597,https://x.com/DarioAmodei/status/1884636410839535967,1884636410839535967,"My thoughts on China, export controls and two possible futures",2025-01-29T16:15:09.000Z,1246,2116,6316,5839667,Dario Amodei,https://x.com/DarioAmodei,2026-03-30T10:57:56.723Z,2025-01-29T16-15-09-000Z_1884636410839535967
