parentPostUrl,authorName,authorUrl,text,timestamp,likes,commentUrl,postUrl,postId,text_post,timestamp_post,replies_post,reposts_post,likes_post,views_post,authorName_post,authorUrl_post,scrapedAt,postTimestamp
https://x.com/patrickc/status/2010376784794222614,Andrej Karpathy,https://x.com/karpathy,"This repo shows a way that works well for me:

https://
github.com/karpathy/reade
r3
…
Basically I use epub (not pdf), the code then parses it into text. I usually go chapter by chapter, manually copy paste the chapter text around, get a summary, do a Q&A and read alongside.",2026-01-11T17:51:56.000Z,1853,https://x.com/karpathy/status/2010409356874203466,https://x.com/patrickc/status/2010376784794222614,2010376784794222614,Is there a better version of this yet? (Getting books into LLM contexts.),2024-12-11T17:33:19.000Z,109,43,884,422256,Patrick Collison,https://x.com/patrickc,2026-03-30T10:27:31.099Z,2024-12-11T17-33-19-000Z_2010376784794222614
https://x.com/patrickc/status/2010376784794222614,lavitalenta,https://x.com/lavitalenta,,2026-01-12T01:12:08.000Z,20,https://x.com/lavitalenta/status/2010520133689815257,https://x.com/patrickc/status/2010376784794222614,2010376784794222614,Is there a better version of this yet? (Getting books into LLM contexts.),2024-12-11T17:33:19.000Z,109,43,884,422256,Patrick Collison,https://x.com/patrickc,2026-03-30T10:27:31.099Z,2024-12-11T17-33-19-000Z_2010376784794222614
https://x.com/patrickc/status/2010376784794222614,Danielle Fong ,https://x.com/DanielleFong,"have not integrated this yet, but just saw this.

in general i have been throwing everything into a folder in claude code and vibecoding increasing sets of indices, skills, .md files logs and traces, and homing in on better and better ways to make these addressible and",2026-01-11T20:05:37.000Z,13,https://x.com/DanielleFong/status/2010442996005884384,https://x.com/patrickc/status/2010376784794222614,2010376784794222614,Is there a better version of this yet? (Getting books into LLM contexts.),2024-12-11T17:33:19.000Z,109,43,884,422256,Patrick Collison,https://x.com/patrickc,2026-03-30T10:27:31.099Z,2024-12-11T17-33-19-000Z_2010376784794222614
https://x.com/patrickc/status/2010376784794222614,Simon Willison,https://x.com/simonw,Interesting reason for consumers to prefer DRM-free ebooks,2026-01-12T15:38:04.000Z,12,https://x.com/simonw/status/2010738054265524733,https://x.com/patrickc/status/2010376784794222614,2010376784794222614,Is there a better version of this yet? (Getting books into LLM contexts.),2024-12-11T17:33:19.000Z,109,43,884,422256,Patrick Collison,https://x.com/patrickc,2026-03-30T10:27:31.099Z,2024-12-11T17-33-19-000Z_2010376784794222614
https://x.com/patrickc/status/2010376784794222614,rohit,https://x.com/krishnanrohit,"Homegrown but nothing good. I end up getting epubs from Anna's archive for books I bought so I can feed them into the LLM separately. It feels terrible, but works better than PDFs.",2026-01-11T17:35:35.000Z,10,https://x.com/krishnanrohit/status/2010405239833186728,https://x.com/patrickc/status/2010376784794222614,2010376784794222614,Is there a better version of this yet? (Getting books into LLM contexts.),2024-12-11T17:33:19.000Z,109,43,884,422256,Patrick Collison,https://x.com/patrickc,2026-03-30T10:27:31.099Z,2024-12-11T17-33-19-000Z_2010376784794222614
https://x.com/patrickc/status/2010376784794222614,Ishan,https://x.com/radshaan,"Amazon recently added LLMs right into the Kindle app. It works pretty well but I don't know which models they're using under the hood and there are no obvious features like web search, saving to notes, etc.",2026-01-11T16:15:34.000Z,10,https://x.com/radshaan/status/2010385102627606688,https://x.com/patrickc/status/2010376784794222614,2010376784794222614,Is there a better version of this yet? (Getting books into LLM contexts.),2024-12-11T17:33:19.000Z,109,43,884,422256,Patrick Collison,https://x.com/patrickc,2026-03-30T10:27:31.099Z,2024-12-11T17-33-19-000Z_2010376784794222614
https://x.com/patrickc/status/2010376784794222614,Nathan Lambert,https://x.com/natolambert,"At least my rlhf book (
http://
rlhfbook.com) is just a list of markdown files with one sentence per line and chapter summaries, so being web native definitely makes it WAY easier.",2026-01-11T18:00:42.000Z,8,https://x.com/natolambert/status/2010411562427945316,https://x.com/patrickc/status/2010376784794222614,2010376784794222614,Is there a better version of this yet? (Getting books into LLM contexts.),2024-12-11T17:33:19.000Z,109,43,884,422256,Patrick Collison,https://x.com/patrickc,2026-03-30T10:27:31.099Z,2024-12-11T17-33-19-000Z_2010376784794222614
https://x.com/patrickc/status/2010376784794222614,Jack McDermott,https://x.com/Jackmc,"Making good progress with this with 
@elevenreader
 from 
@elevenlabs
 — especially for voice interactions with PDFs, eBooks + adding bookmarks/notes.",2026-01-11T17:11:44.000Z,6,https://x.com/Jackmc/status/2010399240259010740,https://x.com/patrickc/status/2010376784794222614,2010376784794222614,Is there a better version of this yet? (Getting books into LLM contexts.),2024-12-11T17:33:19.000Z,109,43,884,422256,Patrick Collison,https://x.com/patrickc,2026-03-30T10:27:31.099Z,2024-12-11T17-33-19-000Z_2010376784794222614
https://x.com/patrickc/status/2010376784794222614,Zohar Atkins,https://x.com/ZoharAtkins,We built this for the Great Books:,2026-01-11T21:55:40.000Z,5,https://x.com/ZoharAtkins/status/2010470692018659590,https://x.com/patrickc/status/2010376784794222614,2010376784794222614,Is there a better version of this yet? (Getting books into LLM contexts.),2024-12-11T17:33:19.000Z,109,43,884,422256,Patrick Collison,https://x.com/patrickc,2026-03-30T10:27:31.099Z,2024-12-11T17-33-19-000Z_2010376784794222614
https://x.com/patrickc/status/2010376784794222614,Ayush,https://x.com/ayushtweetshere,"http://
Elephas.app for Mac local books is best",2026-01-12T10:56:48.000Z,4,https://x.com/ayushtweetshere/status/2010667271606472915,https://x.com/patrickc/status/2010376784794222614,2010376784794222614,Is there a better version of this yet? (Getting books into LLM contexts.),2024-12-11T17:33:19.000Z,109,43,884,422256,Patrick Collison,https://x.com/patrickc,2026-03-30T10:27:31.099Z,2024-12-11T17-33-19-000Z_2010376784794222614
